Date,Country,State,County,Confirmed_Cumulative,Deaths_Cumulative,Confirmed,Deaths
1/22/2020,China,Anhui,None,1,0,0,0
1/22/2020,China,Beijing,None,14,0,0,0
1/22/2020,China,Chongqing,None,6,0,0,0
1/22/2020,China,Fujian,None,1,0,0,0
1/22/2020,China,Guangdong,None,26,0,0,0
1/22/2020,China,Guangxi,None,2,0,0,0
1/22/2020,China,Guizhou,None,1,0,0,0
1/22/2020,China,Hainan,None,4,0,0,0
1/22/2020,China,Hebei,None,1,0,0,0
1/22/2020,China,Henan,None,5,0,0,0
1/22/2020,China,Hubei,None,444,17,0,0
1/22/2020,China,Hunan,None,4,0,0,0
1/22/2020,China,Jiangsu,None,1,0,0,0
1/22/2020,China,Jiangxi,None,2,0,0,0
1/22/2020,China,Liaoning,None,2,0,0,0
1/22/2020,China,Macau,None,1,0,0,0
1/22/2020,China,Ningxia,None,1,0,0,0
1/22/2020,China,Shandong,None,2,0,0,0
1/22/2020,China,Shanghai,None,9,0,0,0
1/22/2020,China,Shanxi,None,1,0,0,0
1/22/2020,China,Sichuan,None,5,0,0,0
1/22/2020,China,Tianjin,None,4,0,0,0
1/22/2020,China,Yunnan,None,1,0,0,0
1/22/2020,China,Zhejiang,None,10,0,0,0
1/22/2020,Japan,None,None,2,0,0,0
1/22/2020,"Korea, South",None,None,1,0,0,0
1/22/2020,Taiwan*,None,None,1,0,0,0
1/22/2020,Thailand,None,None,2,0,0,0
1/22/2020,US,Washington,King,1,0,0,0
1/23/2020,China,Anhui,None,9,0,8,0
1/23/2020,China,Beijing,None,22,0,8,0
1/23/2020,China,Chongqing,None,9,0,3,0
1/23/2020,China,Fujian,None,5,0,4,0
1/23/2020,China,Gansu,None,2,0,2,0
1/23/2020,China,Guangdong,None,32,0,6,0
1/23/2020,China,Guangxi,None,5,0,3,0
1/23/2020,China,Guizhou,None,3,0,2,0
1/23/2020,China,Hainan,None,5,0,1,0
1/23/2020,China,Hebei,None,1,1,0,1
1/23/2020,China,Heilongjiang,None,2,0,2,0
1/23/2020,China,Henan,None,5,0,0,0
1/23/2020,China,Hong Kong,None,2,0,2,0
1/23/2020,China,Hubei,None,444,17,0,0
1/23/2020,China,Hunan,None,9,0,5,0
1/23/2020,China,Jiangsu,None,5,0,4,0
1/23/2020,China,Jiangxi,None,7,0,5,0
1/23/2020,China,Jilin,None,1,0,1,0
1/23/2020,China,Liaoning,None,3,0,1,0
1/23/2020,China,Macau,None,2,0,1,0
1/23/2020,China,Ningxia,None,1,0,0,0
1/23/2020,China,Shaanxi,None,3,0,3,0
1/23/2020,China,Shandong,None,6,0,4,0
1/23/2020,China,Shanghai,None,16,0,7,0
1/23/2020,China,Shanxi,None,1,0,0,0
1/23/2020,China,Sichuan,None,8,0,3,0
1/23/2020,China,Tianjin,None,4,0,0,0
1/23/2020,China,Xinjiang,None,2,0,2,0
1/23/2020,China,Yunnan,None,2,0,1,0
1/23/2020,China,Zhejiang,None,27,0,17,0
1/23/2020,Japan,None,None,2,0,0,0
1/23/2020,"Korea, South",None,None,1,0,0,0
1/23/2020,Singapore,None,None,1,0,1,0
1/23/2020,Taiwan*,None,None,1,0,0,0
1/23/2020,Thailand,None,None,3,0,1,0
1/23/2020,US,Washington,King,1,0,0,0
1/23/2020,Vietnam,None,None,2,0,2,0
1/24/2020,China,Anhui,None,15,0,6,0
1/24/2020,China,Beijing,None,36,0,14,0
1/24/2020,China,Chongqing,None,27,0,18,0
1/24/2020,China,Fujian,None,10,0,5,0
1/24/2020,China,Gansu,None,2,0,0,0
1/24/2020,China,Guangdong,None,53,0,21,0
1/24/2020,China,Guangxi,None,23,0,18,0
1/24/2020,China,Guizhou,None,3,0,0,0
1/24/2020,China,Hainan,None,8,0,3,0
1/24/2020,China,Hebei,None,2,1,1,0
1/24/2020,China,Heilongjiang,None,4,1,2,1
1/24/2020,China,Henan,None,9,0,4,0
1/24/2020,China,Hong Kong,None,2,0,0,0
1/24/2020,China,Hubei,None,549,24,105,7
1/24/2020,China,Hunan,None,24,0,15,0
1/24/2020,China,Inner Mongolia,None,1,0,1,0
1/24/2020,China,Jiangsu,None,9,0,4,0
1/24/2020,China,Jiangxi,None,18,0,11,0
1/24/2020,China,Jilin,None,3,0,2,0
1/24/2020,China,Liaoning,None,4,0,1,0
1/24/2020,China,Macau,None,2,0,0,0
1/24/2020,China,Ningxia,None,2,0,1,0
1/24/2020,China,Shaanxi,None,5,0,2,0
1/24/2020,China,Shandong,None,15,0,9,0
1/24/2020,China,Shanghai,None,20,0,4,0
1/24/2020,China,Shanxi,None,1,0,0,0
1/24/2020,China,Sichuan,None,15,0,7,0
1/24/2020,China,Tianjin,None,8,0,4,0
1/24/2020,China,Xinjiang,None,2,0,0,0
1/24/2020,China,Yunnan,None,5,0,3,0
1/24/2020,China,Zhejiang,None,43,0,16,0
1/24/2020,France,None,None,2,0,2,0
1/24/2020,Japan,None,None,2,0,0,0
1/24/2020,"Korea, South",None,None,2,0,1,0
1/24/2020,Singapore,None,None,3,0,2,0
1/24/2020,Taiwan*,None,None,3,0,2,0
1/24/2020,Thailand,None,None,5,0,2,0
1/24/2020,US,Illinois,Cook,1,0,1,0
1/24/2020,US,Washington,King,1,0,0,0
1/24/2020,Vietnam,None,None,2,0,0,0
1/25/2020,China,Anhui,None,39,0,24,0
1/25/2020,China,Beijing,None,41,0,5,0
1/25/2020,China,Chongqing,None,57,0,30,0
1/25/2020,China,Fujian,None,18,0,8,0
1/25/2020,China,Gansu,None,4,0,2,0
1/25/2020,China,Guangdong,None,78,0,25,0
1/25/2020,China,Guangxi,None,23,0,0,0
1/25/2020,China,Guizhou,None,4,0,1,0
1/25/2020,China,Hainan,None,19,0,11,0
1/25/2020,China,Hebei,None,8,1,6,0
1/25/2020,China,Heilongjiang,None,9,1,5,0
1/25/2020,China,Henan,None,32,0,23,0
1/25/2020,China,Hong Kong,None,5,0,3,0
1/25/2020,China,Hubei,None,761,40,212,16
1/25/2020,China,Hunan,None,43,0,19,0
1/25/2020,China,Inner Mongolia,None,7,0,6,0
1/25/2020,China,Jiangsu,None,18,0,9,0
1/25/2020,China,Jiangxi,None,18,0,0,0
1/25/2020,China,Jilin,None,4,0,1,0
1/25/2020,China,Liaoning,None,17,0,13,0
1/25/2020,China,Macau,None,2,0,0,0
1/25/2020,China,Ningxia,None,3,0,1,0
1/25/2020,China,Qinghai,None,1,0,1,0
1/25/2020,China,Shaanxi,None,15,0,10,0
1/25/2020,China,Shandong,None,27,0,12,0
1/25/2020,China,Shanghai,None,33,0,13,0
1/25/2020,China,Shanxi,None,6,0,5,0
1/25/2020,China,Sichuan,None,28,0,13,0
1/25/2020,China,Tianjin,None,10,0,2,0
1/25/2020,China,Xinjiang,None,3,0,1,0
1/25/2020,China,Yunnan,None,11,0,6,0
1/25/2020,China,Zhejiang,None,62,0,19,0
1/25/2020,France,None,None,3,0,1,0
1/25/2020,Japan,None,None,2,0,0,0
1/25/2020,"Korea, South",None,None,2,0,0,0
1/25/2020,Malaysia,None,None,3,0,3,0
1/25/2020,Nepal,None,None,1,0,1,0
1/25/2020,Singapore,None,None,3,0,0,0
1/25/2020,Taiwan*,None,None,3,0,0,0
1/25/2020,Thailand,None,None,7,0,2,0
1/25/2020,US,Illinois,Cook,1,0,0,0
1/25/2020,US,Washington,King,1,0,0,0
1/25/2020,Vietnam,None,None,2,0,0,0
1/26/2020,Australia,New South Wales,None,3,0,3,0
1/26/2020,Australia,Victoria,None,1,0,1,0
1/26/2020,Canada,Ontario,None,1,0,1,0
1/26/2020,China,Anhui,None,60,0,21,0
1/26/2020,China,Beijing,None,68,0,27,0
1/26/2020,China,Chongqing,None,75,0,18,0
1/26/2020,China,Fujian,None,35,0,17,0
1/26/2020,China,Gansu,None,7,0,3,0
1/26/2020,China,Guangdong,None,111,0,33,0
1/26/2020,China,Guangxi,None,36,0,13,0
1/26/2020,China,Guizhou,None,5,0,1,0
1/26/2020,China,Hainan,None,22,0,3,0
1/26/2020,China,Hebei,None,13,1,5,0
1/26/2020,China,Heilongjiang,None,15,1,6,0
1/26/2020,China,Henan,None,83,1,51,1
1/26/2020,China,Hong Kong,None,8,0,3,0
1/26/2020,China,Hubei,None,1058,52,297,12
1/26/2020,China,Hunan,None,69,0,26,0
1/26/2020,China,Inner Mongolia,None,7,0,0,0
1/26/2020,China,Jiangsu,None,33,0,15,0
1/26/2020,China,Jiangxi,None,36,0,18,0
1/26/2020,China,Jilin,None,4,0,0,0
1/26/2020,China,Liaoning,None,21,0,4,0
1/26/2020,China,Macau,None,5,0,3,0
1/26/2020,China,Ningxia,None,4,0,1,0
1/26/2020,China,Qinghai,None,1,0,0,0
1/26/2020,China,Shaanxi,None,22,0,7,0
1/26/2020,China,Shandong,None,46,0,19,0
1/26/2020,China,Shanghai,None,40,1,7,1
1/26/2020,China,Shanxi,None,9,0,3,0
1/26/2020,China,Sichuan,None,44,0,16,0
1/26/2020,China,Tianjin,None,14,0,4,0
1/26/2020,China,Xinjiang,None,4,0,1,0
1/26/2020,China,Yunnan,None,16,0,5,0
1/26/2020,China,Zhejiang,None,104,0,42,0
1/26/2020,France,None,None,3,0,0,0
1/26/2020,Japan,None,None,4,0,2,0
1/26/2020,"Korea, South",None,None,3,0,1,0
1/26/2020,Malaysia,None,None,4,0,1,0
1/26/2020,Nepal,None,None,1,0,0,0
1/26/2020,Singapore,None,None,4,0,1,0
1/26/2020,Taiwan*,None,None,4,0,1,0
1/26/2020,Thailand,None,None,8,0,1,0
1/26/2020,US,Arizona,Maricopa,1,0,1,0
1/26/2020,US,California,Los Angeles,1,0,1,0
1/26/2020,US,California,Orange,1,0,1,0
1/26/2020,US,Illinois,Cook,1,0,0,0
1/26/2020,US,Washington,King,1,0,0,0
1/26/2020,Vietnam,None,None,2,0,0,0
1/27/2020,Australia,New South Wales,None,4,0,1,0
1/27/2020,Australia,Victoria,None,1,0,0,0
1/27/2020,Cambodia,None,None,1,0,1,0
1/27/2020,Canada,Ontario,None,1,0,0,0
1/27/2020,China,Anhui,None,70,0,10,0
1/27/2020,China,Beijing,None,80,1,12,1
1/27/2020,China,Chongqing,None,110,0,35,0
1/27/2020,China,Fujian,None,59,0,24,0
1/27/2020,China,Gansu,None,14,0,7,0
1/27/2020,China,Guangdong,None,151,0,40,0
1/27/2020,China,Guangxi,None,46,0,10,0
1/27/2020,China,Guizhou,None,7,0,2,0
1/27/2020,China,Hainan,None,33,1,11,1
1/27/2020,China,Hebei,None,18,1,5,0
1/27/2020,China,Heilongjiang,None,21,1,6,0
1/27/2020,China,Henan,None,128,1,45,0
1/27/2020,China,Hong Kong,None,8,0,0,0
1/27/2020,China,Hubei,None,1423,76,365,24
1/27/2020,China,Hunan,None,100,0,31,0
1/27/2020,China,Inner Mongolia,None,11,0,4,0
1/27/2020,China,Jiangsu,None,47,0,14,0
1/27/2020,China,Jiangxi,None,72,0,36,0
1/27/2020,China,Jilin,None,6,0,2,0
1/27/2020,China,Liaoning,None,27,0,6,0
1/27/2020,China,Macau,None,6,0,1,0
1/27/2020,China,Ningxia,None,7,0,3,0
1/27/2020,China,Qinghai,None,6,0,5,0
1/27/2020,China,Shaanxi,None,35,0,13,0
1/27/2020,China,Shandong,None,75,0,29,0
1/27/2020,China,Shanghai,None,53,1,13,0
1/27/2020,China,Shanxi,None,13,0,4,0
1/27/2020,China,Sichuan,None,69,0,25,0
1/27/2020,China,Tianjin,None,23,0,9,0
1/27/2020,China,Xinjiang,None,5,0,1,0
1/27/2020,China,Yunnan,None,26,0,10,0
1/27/2020,China,Zhejiang,None,128,0,24,0
1/27/2020,France,None,None,3,0,0,0
1/27/2020,Germany,None,None,1,0,1,0
1/27/2020,Japan,None,None,4,0,0,0
1/27/2020,"Korea, South",None,None,4,0,1,0
1/27/2020,Malaysia,None,None,4,0,0,0
1/27/2020,Nepal,None,None,1,0,0,0
1/27/2020,Singapore,None,None,5,0,1,0
1/27/2020,Sri Lanka,None,None,1,0,1,0
1/27/2020,Taiwan*,None,None,5,0,1,0
1/27/2020,Thailand,None,None,8,0,0,0
1/27/2020,US,Arizona,Maricopa,1,0,0,0
1/27/2020,US,California,Los Angeles,1,0,0,0
1/27/2020,US,California,Orange,1,0,0,0
1/27/2020,US,Illinois,Cook,1,0,0,0
1/27/2020,US,Washington,King,1,0,0,0
1/27/2020,Vietnam,None,None,2,0,0,0
1/28/2020,Australia,New South Wales,None,4,0,0,0
1/28/2020,Australia,Victoria,None,1,0,0,0
1/28/2020,Cambodia,None,None,1,0,0,0
1/28/2020,Canada,British Columbia,None,1,0,1,0
1/28/2020,Canada,Ontario,None,1,0,0,0
1/28/2020,China,Anhui,None,106,0,36,0
1/28/2020,China,Beijing,None,91,1,11,0
1/28/2020,China,Chongqing,None,132,0,22,0
1/28/2020,China,Fujian,None,80,0,21,0
1/28/2020,China,Gansu,None,19,0,5,0
1/28/2020,China,Guangdong,None,207,0,56,0
1/28/2020,China,Guangxi,None,51,0,5,0
1/28/2020,China,Guizhou,None,9,0,2,0
1/28/2020,China,Hainan,None,40,1,7,0
1/28/2020,China,Hebei,None,33,1,15,0
1/28/2020,China,Heilongjiang,None,33,1,12,0
1/28/2020,China,Henan,None,168,1,40,0
1/28/2020,China,Hong Kong,None,8,0,0,0
1/28/2020,China,Hubei,None,3554,125,2131,49
1/28/2020,China,Hunan,None,143,0,43,0
1/28/2020,China,Inner Mongolia,None,15,0,4,0
1/28/2020,China,Jiangsu,None,70,0,23,0
1/28/2020,China,Jiangxi,None,109,0,37,0
1/28/2020,China,Jilin,None,8,0,2,0
1/28/2020,China,Liaoning,None,34,0,7,0
1/28/2020,China,Macau,None,7,0,1,0
1/28/2020,China,Ningxia,None,11,0,4,0
1/28/2020,China,Qinghai,None,6,0,0,0
1/28/2020,China,Shaanxi,None,46,0,11,0
1/28/2020,China,Shandong,None,95,0,20,0
1/28/2020,China,Shanghai,None,66,1,13,0
1/28/2020,China,Shanxi,None,27,0,14,0
1/28/2020,China,Sichuan,None,90,0,21,0
1/28/2020,China,Tianjin,None,24,0,1,0
1/28/2020,China,Xinjiang,None,10,0,5,0
1/28/2020,China,Yunnan,None,44,0,18,0
1/28/2020,China,Zhejiang,None,173,0,45,0
1/28/2020,France,None,None,4,0,1,0
1/28/2020,Germany,None,None,4,0,3,0
1/28/2020,Japan,None,None,7,0,3,0
1/28/2020,"Korea, South",None,None,4,0,0,0
1/28/2020,Malaysia,None,None,4,0,0,0
1/28/2020,Nepal,None,None,1,0,0,0
1/28/2020,Singapore,None,None,7,0,2,0
1/28/2020,Sri Lanka,None,None,1,0,0,0
1/28/2020,Taiwan*,None,None,8,0,3,0
1/28/2020,Thailand,None,None,14,0,6,0
1/28/2020,US,Arizona,Maricopa,1,0,0,0
1/28/2020,US,California,Los Angeles,1,0,0,0
1/28/2020,US,California,Orange,1,0,0,0
1/28/2020,US,Illinois,Cook,1,0,0,0
1/28/2020,US,Washington,King,1,0,0,0
1/28/2020,Vietnam,None,None,2,0,0,0
1/29/2020,Australia,New South Wales,None,4,0,0,0
1/29/2020,Australia,Queensland,None,1,0,1,0
1/29/2020,Australia,Victoria,None,1,0,0,0
1/29/2020,Cambodia,None,None,1,0,0,0
1/29/2020,Canada,British Columbia,None,1,0,0,0
1/29/2020,Canada,Ontario,None,1,0,0,0
1/29/2020,China,Anhui,None,152,0,46,0
1/29/2020,China,Beijing,None,111,1,20,0
1/29/2020,China,Chongqing,None,147,0,15,0
1/29/2020,China,Fujian,None,84,0,4,0
1/29/2020,China,Gansu,None,24,0,5,0
1/29/2020,China,Guangdong,None,277,0,70,0
1/29/2020,China,Guangxi,None,58,0,7,0
1/29/2020,China,Guizhou,None,9,0,0,0
1/29/2020,China,Hainan,None,43,1,3,0
1/29/2020,China,Hebei,None,48,1,15,0
1/29/2020,China,Heilongjiang,None,38,1,5,0
1/29/2020,China,Henan,None,206,2,38,1
1/29/2020,China,Hong Kong,None,10,0,2,0
1/29/2020,China,Hubei,None,3554,125,0,0
1/29/2020,China,Hunan,None,221,0,78,0
1/29/2020,China,Inner Mongolia,None,16,0,1,0
1/29/2020,China,Jiangsu,None,99,0,29,0
1/29/2020,China,Jiangxi,None,109,0,0,0
1/29/2020,China,Jilin,None,9,0,1,0
1/29/2020,China,Liaoning,None,39,0,5,0
1/29/2020,China,Macau,None,7,0,0,0
1/29/2020,China,Ningxia,None,12,0,1,0
1/29/2020,China,Qinghai,None,6,0,0,0
1/29/2020,China,Shaanxi,None,56,0,10,0
1/29/2020,China,Shandong,None,130,0,35,0
1/29/2020,China,Shanghai,None,96,1,30,0
1/29/2020,China,Shanxi,None,27,0,0,0
1/29/2020,China,Sichuan,None,108,1,18,1
1/29/2020,China,Tianjin,None,27,0,3,0
1/29/2020,China,Xinjiang,None,13,0,3,0
1/29/2020,China,Yunnan,None,55,0,11,0
1/29/2020,China,Zhejiang,None,296,0,123,0
1/29/2020,Finland,None,None,1,0,1,0
1/29/2020,France,None,None,5,0,1,0
1/29/2020,Germany,None,None,4,0,0,0
1/29/2020,Japan,None,None,7,0,0,0
1/29/2020,"Korea, South",None,None,4,0,0,0
1/29/2020,Malaysia,None,None,7,0,3,0
1/29/2020,Nepal,None,None,1,0,0,0
1/29/2020,Singapore,None,None,7,0,0,0
1/29/2020,Sri Lanka,None,None,1,0,0,0
1/29/2020,Taiwan*,None,None,8,0,0,0
1/29/2020,Thailand,None,None,14,0,0,0
1/29/2020,US,Arizona,Maricopa,1,0,0,0
1/29/2020,US,California,Los Angeles,1,0,0,0
1/29/2020,US,California,Orange,1,0,0,0
1/29/2020,US,Illinois,Cook,1,0,0,0
1/29/2020,US,Washington,King,1,0,0,0
1/29/2020,United Arab Emirates,None,None,4,0,4,0
1/29/2020,Vietnam,None,None,2,0,0,0
1/30/2020,Australia,New South Wales,None,4,0,0,0
1/30/2020,Australia,Queensland,None,3,0,2,0
1/30/2020,Australia,Victoria,None,2,0,1,0
1/30/2020,Cambodia,None,None,1,0,0,0
1/30/2020,Canada,British Columbia,None,1,0,0,0
1/30/2020,Canada,Ontario,None,1,0,0,0
1/30/2020,China,Anhui,None,200,0,48,0
1/30/2020,China,Beijing,None,114,1,3,0
1/30/2020,China,Chongqing,None,182,0,35,0
1/30/2020,China,Fujian,None,101,0,17,0
1/30/2020,China,Gansu,None,26,0,2,0
1/30/2020,China,Guangdong,None,354,0,77,0
1/30/2020,China,Guangxi,None,78,0,20,0
1/30/2020,China,Guizhou,None,12,0,3,0
1/30/2020,China,Hainan,None,46,1,3,0
1/30/2020,China,Hebei,None,65,1,17,0
1/30/2020,China,Heilongjiang,None,44,2,6,1
1/30/2020,China,Henan,None,278,2,72,0
1/30/2020,China,Hong Kong,None,10,0,0,0
1/30/2020,China,Hubei,None,4903,162,1349,37
1/30/2020,China,Hunan,None,277,0,56,0
1/30/2020,China,Inner Mongolia,None,19,0,3,0
1/30/2020,China,Jiangsu,None,129,0,30,0
1/30/2020,China,Jiangxi,None,162,0,53,0
1/30/2020,China,Jilin,None,14,0,5,0
1/30/2020,China,Liaoning,None,41,0,2,0
1/30/2020,China,Macau,None,7,0,0,0
1/30/2020,China,Ningxia,None,17,0,5,0
1/30/2020,China,Qinghai,None,8,0,2,0
1/30/2020,China,Shaanxi,None,63,0,7,0
1/30/2020,China,Shandong,None,158,0,28,0
1/30/2020,China,Shanghai,None,112,1,16,0
1/30/2020,China,Shanxi,None,35,0,8,0
1/30/2020,China,Sichuan,None,142,1,34,0
1/30/2020,China,Tianjin,None,31,0,4,0
1/30/2020,China,Tibet,None,1,0,1,0
1/30/2020,China,Xinjiang,None,14,0,1,0
1/30/2020,China,Yunnan,None,70,0,15,0
1/30/2020,China,Zhejiang,None,428,0,132,0
1/30/2020,Finland,None,None,1,0,0,0
1/30/2020,France,None,None,5,0,0,0
1/30/2020,Germany,None,None,4,0,0,0
1/30/2020,India,None,None,1,0,1,0
1/30/2020,Japan,None,None,11,0,4,0
1/30/2020,"Korea, South",None,None,4,0,0,0
1/30/2020,Malaysia,None,None,8,0,1,0
1/30/2020,Nepal,None,None,1,0,0,0
1/30/2020,Philippines,None,None,1,0,1,0
1/30/2020,Singapore,None,None,10,0,3,0
1/30/2020,Sri Lanka,None,None,1,0,0,0
1/30/2020,Taiwan*,None,None,9,0,1,0
1/30/2020,Thailand,None,None,14,0,0,0
1/30/2020,US,Arizona,Maricopa,1,0,0,0
1/30/2020,US,California,Los Angeles,1,0,0,0
1/30/2020,US,California,Orange,1,0,0,0
1/30/2020,US,Illinois,Cook,1,0,0,0
1/30/2020,US,Washington,King,1,0,0,0
1/30/2020,United Arab Emirates,None,None,4,0,0,0
1/30/2020,Vietnam,None,None,2,0,0,0
1/31/2020,Australia,New South Wales,None,4,0,0,0
1/31/2020,Australia,Queensland,None,2,0,-1,0
1/31/2020,Australia,Victoria,None,3,0,1,0
1/31/2020,Cambodia,None,None,1,0,0,0
1/31/2020,Canada,British Columbia,None,1,0,0,0
1/31/2020,Canada,Ontario,None,3,0,2,0
1/31/2020,China,Anhui,None,237,0,37,0
1/31/2020,China,Beijing,None,139,1,25,0
1/31/2020,China,Chongqing,None,211,0,29,0
1/31/2020,China,Fujian,None,120,0,19,0
1/31/2020,China,Gansu,None,29,0,3,0
1/31/2020,China,Guangdong,None,436,0,82,0
1/31/2020,China,Guangxi,None,87,0,9,0
1/31/2020,China,Guizhou,None,29,0,17,0
1/31/2020,China,Hainan,None,52,1,6,0
1/31/2020,China,Hebei,None,82,1,17,0
1/31/2020,China,Heilongjiang,None,59,2,15,0
1/31/2020,China,Henan,None,352,2,74,0
1/31/2020,China,Hong Kong,None,12,0,2,0
1/31/2020,China,Hubei,None,5806,204,903,42
1/31/2020,China,Hunan,None,332,0,55,0
1/31/2020,China,Inner Mongolia,None,20,0,1,0
1/31/2020,China,Jiangsu,None,168,0,39,0
1/31/2020,China,Jiangxi,None,240,0,78,0
1/31/2020,China,Jilin,None,14,0,0,0
1/31/2020,China,Liaoning,None,48,0,7,0
1/31/2020,China,Macau,None,7,0,0,0
1/31/2020,China,Ningxia,None,21,0,4,0
1/31/2020,China,Qinghai,None,8,0,0,0
1/31/2020,China,Shaanxi,None,87,0,24,0
1/31/2020,China,Shandong,None,184,0,26,0
1/31/2020,China,Shanghai,None,135,1,23,0
1/31/2020,China,Shanxi,None,39,0,4,0
1/31/2020,China,Sichuan,None,177,1,35,0
1/31/2020,China,Tianjin,None,32,0,1,0
1/31/2020,China,Tibet,None,1,0,0,0
1/31/2020,China,Xinjiang,None,17,0,3,0
1/31/2020,China,Yunnan,None,83,0,13,0
1/31/2020,China,Zhejiang,None,538,0,110,0
1/31/2020,Finland,None,None,1,0,0,0
1/31/2020,France,None,None,5,0,0,0
1/31/2020,Germany,None,None,5,0,1,0
1/31/2020,India,None,None,1,0,0,0
1/31/2020,Italy,None,None,2,0,2,0
1/31/2020,Japan,None,None,15,0,4,0
1/31/2020,"Korea, South",None,None,11,0,7,0
1/31/2020,Malaysia,None,None,8,0,0,0
1/31/2020,Nepal,None,None,1,0,0,0
1/31/2020,Philippines,None,None,1,0,0,0
1/31/2020,Russia,None,None,2,0,2,0
1/31/2020,Singapore,None,None,13,0,3,0
1/31/2020,Sri Lanka,None,None,1,0,0,0
1/31/2020,Sweden,None,None,1,0,1,0
1/31/2020,Taiwan*,None,None,10,0,1,0
1/31/2020,Thailand,None,None,19,0,5,0
1/31/2020,US,Arizona,Maricopa,1,0,0,0
1/31/2020,US,California,Los Angeles,1,0,0,0
1/31/2020,US,California,Orange,1,0,0,0
1/31/2020,US,California,Santa Clara,1,0,1,0
1/31/2020,US,Illinois,Cook,2,0,1,0
1/31/2020,US,Washington,King,1,0,0,0
1/31/2020,United Arab Emirates,None,None,4,0,0,0
1/31/2020,United Kingdom,None,None,2,0,2,0
1/31/2020,Vietnam,None,None,2,0,0,0
2/1/2020,Australia,New South Wales,None,4,0,0,0
2/1/2020,Australia,Queensland,None,3,0,1,0
2/1/2020,Australia,South Australia,None,1,0,1,0
2/1/2020,Australia,Victoria,None,4,0,1,0
2/1/2020,Cambodia,None,None,1,0,0,0
2/1/2020,Canada,British Columbia,None,1,0,0,0
2/1/2020,Canada,Ontario,None,3,0,0,0
2/1/2020,China,Anhui,None,297,0,60,0
2/1/2020,China,Beijing,None,168,1,29,0
2/1/2020,China,Chongqing,None,247,1,36,1
2/1/2020,China,Fujian,None,144,0,24,0
2/1/2020,China,Gansu,None,40,0,11,0
2/1/2020,China,Guangdong,None,535,0,99,0
2/1/2020,China,Guangxi,None,100,0,13,0
2/1/2020,China,Guizhou,None,29,0,0,0
2/1/2020,China,Hainan,None,62,1,10,0
2/1/2020,China,Hebei,None,96,1,14,0
2/1/2020,China,Heilongjiang,None,80,2,21,0
2/1/2020,China,Henan,None,422,2,70,0
2/1/2020,China,Hong Kong,None,13,0,1,0
2/1/2020,China,Hubei,None,7153,249,1347,45
2/1/2020,China,Hunan,None,389,0,57,0
2/1/2020,China,Inner Mongolia,None,23,0,3,0
2/1/2020,China,Jiangsu,None,202,0,34,0
2/1/2020,China,Jiangxi,None,286,0,46,0
2/1/2020,China,Jilin,None,17,0,3,0
2/1/2020,China,Liaoning,None,64,0,16,0
2/1/2020,China,Macau,None,7,0,0,0
2/1/2020,China,Ningxia,None,26,0,5,0
2/1/2020,China,Qinghai,None,9,0,1,0
2/1/2020,China,Shaanxi,None,101,0,14,0
2/1/2020,China,Shandong,None,206,0,22,0
2/1/2020,China,Shanghai,None,169,1,34,0
2/1/2020,China,Shanxi,None,47,0,8,0
2/1/2020,China,Sichuan,None,207,1,30,0
2/1/2020,China,Tianjin,None,41,0,9,0
2/1/2020,China,Tibet,None,1,0,0,0
2/1/2020,China,Xinjiang,None,18,0,1,0
2/1/2020,China,Yunnan,None,93,0,10,0
2/1/2020,China,Zhejiang,None,599,0,61,0
2/1/2020,Finland,None,None,1,0,0,0
2/1/2020,France,None,None,6,0,1,0
2/1/2020,Germany,None,None,8,0,3,0
2/1/2020,India,None,None,1,0,0,0
2/1/2020,Italy,None,None,2,0,0,0
2/1/2020,Japan,None,None,20,0,5,0
2/1/2020,"Korea, South",None,None,12,0,1,0
2/1/2020,Malaysia,None,None,8,0,0,0
2/1/2020,Nepal,None,None,1,0,0,0
2/1/2020,Philippines,None,None,1,0,0,0
2/1/2020,Russia,None,None,2,0,0,0
2/1/2020,Singapore,None,None,16,0,3,0
2/1/2020,Spain,None,None,1,0,1,0
2/1/2020,Sri Lanka,None,None,1,0,0,0
2/1/2020,Sweden,None,None,1,0,0,0
2/1/2020,Taiwan*,None,None,10,0,0,0
2/1/2020,Thailand,None,None,19,0,0,0
2/1/2020,US,Arizona,Maricopa,1,0,0,0
2/1/2020,US,California,Los Angeles,1,0,0,0
2/1/2020,US,California,Orange,1,0,0,0
2/1/2020,US,California,Santa Clara,1,0,0,0
2/1/2020,US,Illinois,Cook,2,0,0,0
2/1/2020,US,Massachusetts,Suffolk,1,0,1,0
2/1/2020,US,Washington,King,1,0,0,0
2/1/2020,United Arab Emirates,None,None,4,0,0,0
2/1/2020,United Kingdom,None,None,2,0,0,0
2/1/2020,Vietnam,None,None,6,0,4,0
2/10/2020,Australia,New South Wales,None,4,0,0,0
2/10/2020,Australia,Queensland,None,5,0,0,0
2/10/2020,Australia,South Australia,None,2,0,0,0
2/10/2020,Australia,Victoria,None,4,0,0,0
2/10/2020,Belgium,None,None,1,0,0,0
2/10/2020,Cambodia,None,None,1,0,0,0
2/10/2020,Canada,British Columbia,None,4,0,0,0
2/10/2020,Canada,Ontario,None,3,0,0,0
2/10/2020,China,Anhui,None,830,3,51,2
2/10/2020,China,Beijing,None,337,2,11,0
2/10/2020,China,Chongqing,None,486,2,18,0
