Date,Country,State,County,Confirmed,Deaths
3/29/2020,US,Missouri,Callaway,2,0
3/29/2020,US,Missouri,Camden,3,1
3/29/2020,US,Missouri,Clay,1,0
3/29/2020,US,Missouri,Franklin,1,0
3/29/2020,US,Missouri,Greene,5,0
3/29/2020,US,Missouri,Henry,0,1
3/29/2020,US,Missouri,Jackson,5,0
3/29/2020,US,Missouri,Jasper,2,0
3/29/2020,US,Missouri,Johnson,1,0
3/29/2020,US,Missouri,Kansas City,8,0
3/29/2020,US,Missouri,Maries,1,0
3/29/2020,US,Missouri,Moniteau,1,0
3/29/2020,US,Missouri,Ripley,2,0
3/29/2020,US,Missouri,St. Charles,6,1
3/29/2020,US,Missouri,St. Louis,23,0
3/29/2020,US,Missouri,St. Louis City,7,0
3/29/2020,US,Missouri,Stoddard,1,0
3/29/2020,US,Missouri,Warren,2,0
3/29/2020,US,Missouri,Wright,2,0
3/29/2020,US,Montana,Broadwater,1,0
3/29/2020,US,Montana,Deer Lodge,1,0
3/29/2020,US,Montana,Flathead,1,0
3/29/2020,US,Montana,Gallatin,12,0
3/29/2020,US,Montana,Lake,1,0
3/29/2020,US,Montana,Lewis and Clark,1,0
3/29/2020,US,Montana,Madison,1,0
3/29/2020,US,Montana,Missoula,2,0
3/29/2020,US,Montana,Park,1,0
3/29/2020,US,Montana,Silver Bow,1,0
3/29/2020,US,Montana,Yellowstone,3,0
3/29/2020,US,Nebraska,Buffalo,1,0
3/29/2020,US,Nebraska,Douglas,6,0
3/29/2020,US,Nebraska,Gosper,1,0
3/29/2020,US,Nebraska,Unassigned,4,0
3/29/2020,US,Nevada,Clark,85,4
3/29/2020,US,Nevada,Elko,1,0
3/29/2020,US,Nevada,Unassigned,176,0
3/29/2020,US,Nevada,Washoe,32,1
3/29/2020,US,New Hampshire,Grafton,2,0
3/29/2020,US,New Hampshire,Hillsborough,10,0
3/29/2020,US,New Hampshire,Merrimack,3,0
3/29/2020,US,New Hampshire,Rockingham,11,0
3/29/2020,US,New Hampshire,Strafford,1,0
3/29/2020,US,New Jersey,Atlantic,7,0
3/29/2020,US,New Jersey,Bergen,331,10
3/29/2020,US,New Jersey,Burlington,27,2
3/29/2020,US,New Jersey,Camden,40,0
3/29/2020,US,New Jersey,Cape May,2,0
3/29/2020,US,New Jersey,Essex,141,6
3/29/2020,US,New Jersey,Gloucester,21,0
3/29/2020,US,New Jersey,Hudson,203,2
3/29/2020,US,New Jersey,Hunterdon,5,0
3/29/2020,US,New Jersey,Mercer,34,0
3/29/2020,US,New Jersey,Middlesex,130,8
3/29/2020,US,New Jersey,Monmouth,89,2
3/29/2020,US,New Jersey,Morris,124,5
3/29/2020,US,New Jersey,Ocean,135,2
3/29/2020,US,New Jersey,Passaic,223,3
3/29/2020,US,New Jersey,Somerset,37,2
3/29/2020,US,New Jersey,Sussex,12,1
3/29/2020,US,New Jersey,Unassigned,542,-30
3/29/2020,US,New Jersey,Union,154,7
3/29/2020,US,New Jersey,Warren,5,1
3/29/2020,US,New Mexico,Bernalillo,8,1
3/29/2020,US,New Mexico,Chaves,1,0
3/29/2020,US,New Mexico,Curry,2,0
3/29/2020,US,New Mexico,Eddy,1,0
3/29/2020,US,New Mexico,McKinley,4,0
3/29/2020,US,New Mexico,Rio Arriba,-1,0
3/29/2020,US,New Mexico,San Juan,4,0
3/29/2020,US,New Mexico,Sandoval,3,0
3/29/2020,US,New Mexico,Santa Fe,5,0
3/29/2020,US,New Mexico,Taos,1,0
3/29/2020,US,New Mexico,Valencia,1,0
3/29/2020,US,New York,Albany,10,1
3/29/2020,US,New York,Allegany,4,0
3/29/2020,US,New York,Broome,6,0
3/29/2020,US,New York,Cattaraugus,3,0
3/29/2020,US,New York,Chautauqua,2,0
3/29/2020,US,New York,Chemung,3,0
3/29/2020,US,New York,Chenango,7,0
3/29/2020,US,New York,Clinton,1,0
3/29/2020,US,New York,Cortland,1,0
3/29/2020,US,New York,Dutchess,58,0
3/29/2020,US,New York,Erie,96,1
3/29/2020,US,New York,Franklin,1,0
3/29/2020,US,New York,Genesee,2,0
3/29/2020,US,New York,Herkimer,1,1
3/29/2020,US,New York,Jefferson,1,0
3/29/2020,US,New York,Madison,1,0
3/29/2020,US,New York,Monroe,17,0
3/29/2020,US,New York,Nassau,908,12
3/29/2020,US,New York,New York,3992,161
3/29/2020,US,New York,Niagara,5,0
3/29/2020,US,New York,Oneida,3,0
3/29/2020,US,New York,Onondaga,48,0
3/29/2020,US,New York,Ontario,2,0
3/29/2020,US,New York,Orange,146,1
3/29/2020,US,New York,Oswego,1,0
3/29/2020,US,New York,Otsego,3,0
3/29/2020,US,New York,Putnam,13,0
3/29/2020,US,New York,Rockland,313,0
3/29/2020,US,New York,Saratoga,6,0
3/29/2020,US,New York,Schenectady,4,0
3/29/2020,US,New York,St. Lawrence,4,0
3/29/2020,US,New York,Steuben,4,0
3/29/2020,US,New York,Suffolk,885,10
3/29/2020,US,New York,Sullivan,16,0
3/29/2020,US,New York,Tompkins,8,0
3/29/2020,US,New York,Ulster,13,0
3/29/2020,US,New York,Unassigned,0,50
3/29/2020,US,New York,Warren,5,0
3/29/2020,US,New York,Westchester,644,0
3/29/2020,US,New York,Wyoming,1,0
3/29/2020,US,North Carolina,Alamance,1,0
3/29/2020,US,North Carolina,Alleghany,1,0
3/29/2020,US,North Carolina,Buncombe,2,1
3/29/2020,US,North Carolina,Cabarrus,1,0
3/29/2020,US,North Carolina,Catawba,4,0
3/29/2020,US,North Carolina,Chatham,1,0
3/29/2020,US,North Carolina,Cherokee,2,0
3/29/2020,US,North Carolina,Cleveland,2,0
3/29/2020,US,North Carolina,Columbus,1,0
3/29/2020,US,North Carolina,Craven,1,0
3/29/2020,US,North Carolina,Cumberland,5,0
3/29/2020,US,North Carolina,Currituck,1,0
3/29/2020,US,North Carolina,Davidson,2,0
3/29/2020,US,North Carolina,Forsyth,2,0
3/29/2020,US,North Carolina,Gaston,4,0
3/29/2020,US,North Carolina,Granville,3,0
3/29/2020,US,North Carolina,Guilford,5,0
3/29/2020,US,North Carolina,Halifax,1,0
3/29/2020,US,North Carolina,Harnett,3,0
3/29/2020,US,North Carolina,Henderson,4,0
3/29/2020,US,North Carolina,Hertford,-1,0
3/29/2020,US,North Carolina,Hoke,1,0
3/29/2020,US,North Carolina,Iredell,3,0
3/29/2020,US,North Carolina,Johnston,1,0
3/29/2020,US,North Carolina,Lincoln,2,0
3/29/2020,US,North Carolina,Mecklenburg,37,1
3/29/2020,US,North Carolina,Moore,2,0
3/29/2020,US,North Carolina,Northampton,22,0
3/29/2020,US,North Carolina,Orange,5,0
3/29/2020,US,North Carolina,Pasquotank,1,0
3/29/2020,US,North Carolina,Pitt,5,0
3/29/2020,US,North Carolina,Randolph,6,0
3/29/2020,US,North Carolina,Rowan,5,0
3/29/2020,US,North Carolina,Scotland,1,0
3/29/2020,US,North Carolina,Stanly,2,0
3/29/2020,US,North Carolina,Surry,1,0
3/29/2020,US,North Carolina,Union,4,0
3/29/2020,US,North Carolina,Vance,1,0
3/29/2020,US,North Carolina,Wake,23,0
3/29/2020,US,North Carolina,Washington,1,0
3/29/2020,US,North Carolina,Wilson,3,0
3/29/2020,US,North Dakota,Cass,2,0
3/29/2020,US,North Dakota,Morton,1,0
3/29/2020,US,North Dakota,Stark,1,0
3/29/2020,US,Ohio,Allen,2,0
3/29/2020,US,Ohio,Ashland,-1,0
3/29/2020,US,Ohio,Athens,1,0
3/29/2020,US,Ohio,Auglaize,1,0
3/29/2020,US,Ohio,Butler,2,0
3/29/2020,US,Ohio,Carroll,1,0
3/29/2020,US,Ohio,Clark,5,0
3/29/2020,US,Ohio,Columbiana,2,0
3/29/2020,US,Ohio,Cuyahoga,70,0
3/29/2020,US,Ohio,Darke,2,0
3/29/2020,US,Ohio,Delaware,5,0
3/29/2020,US,Ohio,Franklin,25,1
3/29/2020,US,Ohio,Geauga,3,0
3/29/2020,US,Ohio,Hamilton,14,0
3/29/2020,US,Ohio,Knox,1,0
3/29/2020,US,Ohio,Lake,5,0
3/29/2020,US,Ohio,Licking,1,0
3/29/2020,US,Ohio,Lorain,9,0
3/29/2020,US,Ohio,Lucas,27,0
3/29/2020,US,Ohio,Mahoning,4,0
3/29/2020,US,Ohio,Marion,1,0
3/29/2020,US,Ohio,Medina,8,1
3/29/2020,US,Ohio,Miami,5,1
3/29/2020,US,Ohio,Montgomery,5,0
3/29/2020,US,Ohio,Portage,8,0
3/29/2020,US,Ohio,Sandusky,1,0
3/29/2020,US,Ohio,Stark,4,0
3/29/2020,US,Ohio,Summit,20,1
3/29/2020,US,Ohio,Trumbull,9,0
3/29/2020,US,Ohio,Warren,4,0
3/29/2020,US,Ohio,Washington,1,0
3/29/2020,US,Ohio,Wood,2,0
3/29/2020,US,Oklahoma,Adair,1,0
3/29/2020,US,Oklahoma,Canadian,1,0
3/29/2020,US,Oklahoma,Cleveland,5,0
3/29/2020,US,Oklahoma,Comanche,5,0
3/29/2020,US,Oklahoma,Custer,1,0
3/29/2020,US,Oklahoma,Garfield,2,0
3/29/2020,US,Oklahoma,Garvin,2,0
3/29/2020,US,Oklahoma,Kay,2,0
3/29/2020,US,Oklahoma,Nowata,2,0
3/29/2020,US,Oklahoma,Oklahoma,13,1
3/29/2020,US,Oklahoma,Okmulgee,1,0
3/29/2020,US,Oklahoma,Osage,4,0
3/29/2020,US,Oklahoma,Pawnee,1,0
3/29/2020,US,Oklahoma,Payne,1,0
3/29/2020,US,Oklahoma,Rogers,1,0
3/29/2020,US,Oklahoma,Seminole,1,0
3/29/2020,US,Oklahoma,Texas,1,0
3/29/2020,US,Oklahoma,Tulsa,4,0
3/29/2020,US,Oklahoma,Washington,4,0
3/29/2020,US,Oregon,Clackamas,3,0
3/29/2020,US,Oregon,Deschutes,3,0
3/29/2020,US,Oregon,Hood River,1,0
3/29/2020,US,Oregon,Jackson,11,0
3/29/2020,US,Oregon,Josephine,1,0
3/29/2020,US,Oregon,Klamath,2,0
3/29/2020,US,Oregon,Lane,1,0
3/29/2020,US,Oregon,Linn,4,0
3/29/2020,US,Oregon,Marion,15,0
3/29/2020,US,Oregon,Multnomah,10,0
3/29/2020,US,Oregon,Polk,2,0
3/29/2020,US,Oregon,Tillamook,1,0
3/29/2020,US,Oregon,Wasco,1,0
3/29/2020,US,Oregon,Washington,14,0
3/29/2020,US,Pennsylvania,Allegheny,46,0
3/29/2020,US,Pennsylvania,Armstrong,1,0
3/29/2020,US,Pennsylvania,Beaver,6,0
3/29/2020,US,Pennsylvania,Berks,3,0
3/29/2020,US,Pennsylvania,Blair,1,0
3/29/2020,US,Pennsylvania,Bucks,64,1
3/29/2020,US,Pennsylvania,Butler,6,0
3/29/2020,US,Pennsylvania,Carbon,6,0
3/29/2020,US,Pennsylvania,Centre,7,0
3/29/2020,US,Pennsylvania,Chester,21,0
3/29/2020,US,Pennsylvania,Columbia,2,0
3/29/2020,US,Pennsylvania,Crawford,1,0
3/29/2020,US,Pennsylvania,Dauphin,12,0
3/29/2020,US,Pennsylvania,Delaware,50,0
3/29/2020,US,Pennsylvania,Franklin,4,0
3/29/2020,US,Pennsylvania,Lackawanna,5,0
3/29/2020,US,Pennsylvania,Lancaster,22,1
3/29/2020,US,Pennsylvania,Lawrence,0,1
3/29/2020,US,Pennsylvania,Lebanon,4,0
3/29/2020,US,Pennsylvania,Lehigh,42,0
3/29/2020,US,Pennsylvania,Luzerne,29,0
3/29/2020,US,Pennsylvania,Lycoming,1,0
3/29/2020,US,Pennsylvania,Mercer,1,0
3/29/2020,US,Pennsylvania,Mifflin,2,0
3/29/2020,US,Pennsylvania,Monroe,29,1
3/29/2020,US,Pennsylvania,Montgomery,77,0
3/29/2020,US,Pennsylvania,Montour,-1,0
3/29/2020,US,Pennsylvania,Northampton,32,0
3/29/2020,US,Pennsylvania,Philadelphia,87,3
3/29/2020,US,Pennsylvania,Pike,6,0
3/29/2020,US,Pennsylvania,Schuylkill,5,0
3/29/2020,US,Pennsylvania,Snyder,1,0
3/29/2020,US,Pennsylvania,Venango,1,0
3/29/2020,US,Pennsylvania,Washington,1,0
3/29/2020,US,Pennsylvania,Wayne,1,0
3/29/2020,US,Pennsylvania,Westmoreland,6,0
3/29/2020,US,Pennsylvania,York,6,0
3/29/2020,US,Puerto Rico,None,27,0
3/29/2020,US,Rhode Island,Bristol,6,0
3/29/2020,US,Rhode Island,Kent,18,0
3/29/2020,US,Rhode Island,Newport,7,0
3/29/2020,US,Rhode Island,Providence,65,0
3/29/2020,US,Rhode Island,Unassigned,-50,1
3/29/2020,US,Rhode Island,Washington,9,0
3/29/2020,US,South Carolina,Aiken,2,0
3/29/2020,US,South Carolina,Anderson,5,0
3/29/2020,US,South Carolina,Beaufort,11,0
3/29/2020,US,South Carolina,Berkeley,1,0
3/29/2020,US,South Carolina,Calhoun,1,0
3/29/2020,US,South Carolina,Charleston,9,0
3/29/2020,US,South Carolina,Clarendon,9,0
3/29/2020,US,South Carolina,Darlington,2,0
3/29/2020,US,South Carolina,Edgefield,1,0
3/29/2020,US,South Carolina,Florence,2,0
3/29/2020,US,South Carolina,Georgetown,4,0
3/29/2020,US,South Carolina,Greenville,14,0
3/29/2020,US,South Carolina,Horry,3,1
3/29/2020,US,South Carolina,Kershaw,6,0
3/29/2020,US,South Carolina,Lancaster,4,0
3/29/2020,US,South Carolina,Laurens,1,0
3/29/2020,US,South Carolina,Lexington,5,0
3/29/2020,US,South Carolina,Marlboro,1,0
3/29/2020,US,South Carolina,Oconee,1,0
3/29/2020,US,South Carolina,Orangeburg,2,0
3/29/2020,US,South Carolina,Pickens,1,0
3/29/2020,US,South Carolina,Richland,14,0
3/29/2020,US,South Carolina,Spartanburg,4,0
3/29/2020,US,South Carolina,Sumter,6,0
3/29/2020,US,South Carolina,York,5,0
3/29/2020,US,South Dakota,Beadle,4,0
3/29/2020,US,South Dakota,Clark,1,0
3/29/2020,US,South Dakota,Clay,2,0
3/29/2020,US,South Dakota,Codington,2,0
3/29/2020,US,South Dakota,Fall River,1,0
3/29/2020,US,South Dakota,Lawrence,1,0
3/29/2020,US,South Dakota,Lincoln,1,0
3/29/2020,US,South Dakota,Minnehaha,4,0
3/29/2020,US,South Dakota,Pennington,1,0
3/29/2020,US,South Dakota,Roberts,1,0
3/29/2020,US,South Dakota,Turner,1,0
3/29/2020,US,South Dakota,Yankton,3,0
3/29/2020,US,Tennessee,Anderson,1,0
3/29/2020,US,Tennessee,Bradley,3,0
3/29/2020,US,Tennessee,Cannon,-1,0
3/29/2020,US,Tennessee,Carroll,1,0
3/29/2020,US,Tennessee,Cheatham,1,0
3/29/2020,US,Tennessee,Coffee,1,0
3/29/2020,US,Tennessee,Cumberland,3,0
3/29/2020,US,Tennessee,Davidson,18,0
3/29/2020,US,Tennessee,Fayette,6,0
3/29/2020,US,Tennessee,Franklin,3,0
3/29/2020,US,Tennessee,Gibson,1,0
3/29/2020,US,Tennessee,Greene,1,0
3/29/2020,US,Tennessee,Haywood,2,0
3/29/2020,US,Tennessee,Henry,1,0
3/29/2020,US,Tennessee,Johnson,2,0
3/29/2020,US,Tennessee,Knox,5,0
3/29/2020,US,Tennessee,Loudon,2,0
3/29/2020,US,Tennessee,Macon,1,0
3/29/2020,US,Tennessee,Marion,1,0
3/29/2020,US,Tennessee,McNairy,1,0
3/29/2020,US,Tennessee,Montgomery,2,0
3/29/2020,US,Tennessee,Obion,1,0
3/29/2020,US,Tennessee,Out of TN,2,0
3/29/2020,US,Tennessee,Roane,1,0
3/29/2020,US,Tennessee,Robertson,2,0
3/29/2020,US,Tennessee,Rutherford,2,0
3/29/2020,US,Tennessee,Shelby,87,1
3/29/2020,US,Tennessee,Sullivan,2,0
3/29/2020,US,Tennessee,Sumner,11,0
3/29/2020,US,Tennessee,Tipton,4,0
3/29/2020,US,Tennessee,Unassigned,29,0
3/29/2020,US,Tennessee,Williamson,6,0
3/29/2020,US,Tennessee,Wilson,7,0
3/29/2020,US,Texas,Andrews,-1,0
3/29/2020,US,Texas,Angelina,2,0
3/29/2020,US,Texas,Austin,1,0
3/29/2020,US,Texas,Bastrop,1,0
3/29/2020,US,Texas,Bexar,15,0
3/29/2020,US,Texas,Brazos,4,1
3/29/2020,US,Texas,Burnet,1,0
3/29/2020,US,Texas,Calhoun,2,0
3/29/2020,US,Texas,Cameron,7,0
3/29/2020,US,Texas,Collin,16,0
3/29/2020,US,Texas,Dallas,49,1
3/29/2020,US,Texas,Denton,17,0
3/29/2020,US,Texas,Ector,2,0
3/29/2020,US,Texas,El Paso,4,0
3/29/2020,US,Texas,Erath,1,0
3/29/2020,US,Texas,Fort Bend,18,0
3/29/2020,US,Texas,Franklin,1,0
3/29/2020,US,Texas,Galveston,21,0
3/29/2020,US,Texas,Grayson,1,0
3/29/2020,US,Texas,Guadalupe,2,0
3/29/2020,US,Texas,Hardin,3,0
3/29/2020,US,Texas,Harris,81,1
3/29/2020,US,Texas,Henderson,1,0
3/29/2020,US,Texas,Hidalgo,9,0
3/29/2020,US,Texas,Hill,1,0
3/29/2020,US,Texas,Hood,-1,0
3/29/2020,US,Texas,Jefferson,4,0
3/29/2020,US,Texas,Johnson,0,1
3/29/2020,US,Texas,Karnes,1,0
3/29/2020,US,Texas,Kendall,1,0
3/29/2020,US,Texas,Lamar,2,0
3/29/2020,US,Texas,Lavaca,-2,0
3/29/2020,US,Texas,Lubbock,10,1
3/29/2020,US,Texas,Lynn,1,0
3/29/2020,US,Texas,Midland,1,0
3/29/2020,US,Texas,Montgomery,2,0
3/29/2020,US,Texas,Nacogdoches,1,0
3/29/2020,US,Texas,Nueces,1,0
3/29/2020,US,Texas,Potter,2,0
3/29/2020,US,Texas,Randall,3,0
3/29/2020,US,Texas,Smith,4,0
3/29/2020,US,Texas,Tarrant,11,0
3/29/2020,US,Texas,Taylor,6,0
3/29/2020,US,Texas,Tom Green,2,0
3/29/2020,US,Texas,Travis,21,0
3/29/2020,US,Texas,Van Zandt,0,1
3/29/2020,US,Texas,Webb,5,0
3/29/2020,US,Texas,Williamson,3,1
3/29/2020,US,Utah,Beaver,1,0
3/29/2020,US,Utah,Box Elder,1,0
3/29/2020,US,Utah,Davis,10,0
3/29/2020,US,Utah,Garfield,1,0
3/29/2020,US,Utah,Grand,4,0
3/29/2020,US,Utah,Iron,2,0
3/29/2020,US,Utah,Salt Lake,45,0
3/29/2020,US,Utah,San Juan,3,0
3/29/2020,US,Utah,Summit,24,0
3/29/2020,US,Utah,Tooele,1,0
3/29/2020,US,Utah,Utah,20,0
3/29/2020,US,Utah,Wasatch,3,0
3/29/2020,US,Utah,Washington,-5,1
3/29/2020,US,Utah,Weber,8,0
3/29/2020,US,Vermont,Addison,2,0
3/29/2020,US,Vermont,Bennington,1,0
3/29/2020,US,Vermont,Chittenden,12,0
3/29/2020,US,Vermont,Franklin,2,0
3/29/2020,US,Vermont,Lamoille,3,0
3/29/2020,US,Vermont,Washington,2,0
3/29/2020,US,Vermont,Windham,2,0
3/29/2020,US,Virgin Islands,None,1,0
3/29/2020,US,Virginia,Accomack,1,0
3/29/2020,US,Virginia,Albemarle,1,0
3/29/2020,US,Virginia,Alexandria,5,0
3/29/2020,US,Virginia,Arlington,9,2
3/29/2020,US,Virginia,Botetourt,1,0
3/29/2020,US,Virginia,Chesapeake,10,0
3/29/2020,US,Virginia,Danville,1,0
3/29/2020,US,Virginia,Fairfax,32,0
3/29/2020,US,Virginia,Franklin,4,0
3/29/2020,US,Virginia,Frederick,4,0
3/29/2020,US,Virginia,Goochland,1,0
3/29/2020,US,Virginia,Greensville,1,0
3/29/2020,US,Virginia,Hanover,1,0
3/29/2020,US,Virginia,Henrico,9,0
3/29/2020,US,Virginia,James City,5,0
3/29/2020,US,Virginia,Loudoun,7,0
3/29/2020,US,Virginia,Lynchburg,1,0
3/29/2020,US,Virginia,Manassas,1,0
3/29/2020,US,Virginia,Manassas Park,1,0
3/29/2020,US,Virginia,Mathews,2,0
3/29/2020,US,Virginia,Newport News,4,0
3/29/2020,US,Virginia,Norfolk,4,0
3/29/2020,US,Virginia,Prince George,2,0
3/29/2020,US,Virginia,Prince William,16,0
3/29/2020,US,Virginia,Richmond City,5,0
3/29/2020,US,Virginia,Roanoke City,2,0
3/29/2020,US,Virginia,Shenandoah,1,0
3/29/2020,US,Virginia,Tazewell,1,0
3/29/2020,US,Virginia,Unassigned,0,5
3/29/2020,US,Virginia,Virginia Beach,14,0
3/29/2020,US,Virginia,Washington,1,0
3/29/2020,US,Virginia,Williamsburg,1,0
3/29/2020,US,Virginia,Winchester,1,0
3/29/2020,US,Virginia,Wythe,1,0
3/29/2020,US,Washington,Benton,14,0
3/29/2020,US,Washington,Clark,8,0
3/29/2020,US,Washington,Franklin,4,0
3/29/2020,US,Washington,Grant,6,0
3/29/2020,US,Washington,Island,13,0
3/29/2020,US,Washington,Jefferson,2,0
3/29/2020,US,Washington,King,82,5
3/29/2020,US,Washington,Kitsap,8,-1
3/29/2020,US,Washington,Pierce,86,1
3/29/2020,US,Washington,San Juan,1,0
3/29/2020,US,Washington,Skagit,8,2
3/29/2020,US,Washington,Snohomish,-1,0
3/29/2020,US,Washington,Thurston,6,0
3/29/2020,US,Washington,Unassigned,125,0
3/29/2020,US,Washington,Walla Walla,1,0
3/29/2020,US,Washington,Whatcom,14,3
3/29/2020,US,Washington,Yakima,58,0
3/29/2020,US,West Virginia,Berkeley,1,0
3/29/2020,US,West Virginia,Greenbrier,1,0
3/29/2020,US,West Virginia,Hancock,2,0
3/29/2020,US,West Virginia,Harrison,1,0
3/29/2020,US,West Virginia,Jackson,1,0
3/29/2020,US,West Virginia,Kanawha,2,0
3/29/2020,US,West Virginia,Marion,2,0
3/29/2020,US,West Virginia,Marshall,1,0
3/29/2020,US,West Virginia,Monongalia,6,0
3/29/2020,US,Wisconsin,Columbia,2,0
3/29/2020,US,Wisconsin,Dane,11,0
3/29/2020,US,Wisconsin,Dodge,2,0
3/29/2020,US,Wisconsin,Dunn,1,0
3/29/2020,US,Wisconsin,Eau Claire,3,0
3/29/2020,US,Wisconsin,Juneau,1,0
3/29/2020,US,Wisconsin,Kenosha,5,0
3/29/2020,US,Wisconsin,Milwaukee,65,1
3/29/2020,US,Wisconsin,Outagamie,2,0
3/29/2020,US,Wisconsin,Ozaukee,1,0
3/29/2020,US,Wisconsin,Racine,1,0
3/29/2020,US,Wisconsin,Rock,2,0
3/29/2020,US,Wisconsin,Sauk,1,0
3/29/2020,US,Wisconsin,Waukesha,11,0
3/29/2020,US,Wisconsin,Winnebago,1,0
3/29/2020,US,Wyoming,Fremont,3,0
3/29/2020,US,Wyoming,Teton,1,0
3/29/2020,Uganda,None,None,3,0
3/29/2020,Ukraine,None,None,119,1
3/29/2020,United Arab Emirates,None,None,102,1
3/29/2020,United Kingdom,Bermuda,None,5,0
3/29/2020,United Kingdom,Channel Islands,None,11,1
3/29/2020,United Kingdom,Gibraltar,None,9,0
3/29/2020,United Kingdom,Isle of Man,None,10,0
3/29/2020,United Kingdom,None,None,2433,209
3/29/2020,Uruguay,None,None,30,1
3/29/2020,Uzbekistan,None,None,40,0
3/29/2020,Vietnam,None,None,14,0
3/29/2020,West Bank and Gaza,None,None,11,0
3/29/2020,Zambia,None,None,1,0
3/3/2020,Algeria,None,None,2,0
3/3/2020,Argentina,None,None,1,0
3/3/2020,Australia,New South Wales,None,7,0
3/3/2020,Australia,Queensland,None,2,0
3/3/2020,Austria,None,None,3,0
3/3/2020,Belgium,None,None,5,0
3/3/2020,Canada,British Columbia,None,1,0
3/3/2020,Canada,Ontario,None,2,0
3/3/2020,Chile,None,None,1,0
3/3/2020,China,Hubei,None,114,32
3/3/2020,China,Inner Mongolia,None,0,1
3/3/2020,China,Liaoning,None,3,0
3/3/2020,China,Shanghai,None,1,0
3/3/2020,China,Zhejiang,None,7,0
3/3/2020,Croatia,None,None,2,0
3/3/2020,Cruise Ship,None,None,1,0
3/3/2020,Czechia,None,None,2,0
3/3/2020,Denmark,None,None,2,0
3/3/2020,Ecuador,None,None,1,0
3/3/2020,Estonia,None,None,1,0
3/3/2020,France,None,None,13,1
3/3/2020,Germany,None,None,37,0
3/3/2020,Iceland,None,None,5,0
3/3/2020,Iran,None,None,835,11
3/3/2020,Iraq,None,None,6,0
3/3/2020,Ireland,None,None,1,0
3/3/2020,Israel,None,None,2,0
3/3/2020,Italy,None,None,466,27
3/3/2020,Japan,None,None,19,0
3/3/2020,Jordan,None,None,1,0
3/3/2020,"Korea, South",None,None,851,0
3/3/2020,Malaysia,None,None,7,0
3/3/2020,Netherlands,None,None,6,0
3/3/2020,Norway,None,None,7,0
3/3/2020,Oman,None,None,6,0
3/3/2020,Pakistan,None,None,1,0
3/3/2020,Qatar,None,None,4,0
3/3/2020,San Marino,None,None,2,1
3/3/2020,Senegal,None,None,1,0
3/3/2020,Singapore,None,None,2,0
3/3/2020,Spain,None,None,45,1
3/3/2020,Sweden,None,None,6,0
3/3/2020,Switzerland,None,None,14,0
3/3/2020,Taiwan*,None,None,1,0
3/3/2020,US,California,Alameda,1,0
3/3/2020,US,California,San Mateo,1,0
3/3/2020,US,California,Santa Clara,2,0
3/3/2020,US,Florida,Hillsborough,1,0
3/3/2020,US,Georgia,Fulton,2,0
3/3/2020,US,Massachusetts,Norfolk,1,0
3/3/2020,US,New Hampshire,Grafton,1,0
3/3/2020,US,New York,Westchester,1,0
3/3/2020,US,North Carolina,Wake,1,0
3/3/2020,US,Washington,King,7,1
3/3/2020,US,Washington,Snohomish,2,0
3/3/2020,Ukraine,None,None,1,0
3/3/2020,United Arab Emirates,None,None,6,0
3/3/2020,United Kingdom,None,None,11,0
3/30/2020,Afghanistan,None,None,50,0
3/30/2020,Albania,None,None,11,1
3/30/2020,Algeria,None,None,73,4
3/30/2020,Andorra,None,None,36,2
3/30/2020,Argentina,None,None,75,4
3/30/2020,Armenia,None,None,58,0
3/30/2020,Australia,Australian Capital Territory,None,1,1
3/30/2020,Australia,New South Wales,None,241,0
3/30/2020,Australia,Queensland,None,33,0
3/30/2020,Australia,South Australia,None,6,0
3/30/2020,Australia,Victoria,None,52,0
3/30/2020,Australia,Western Australia,None,44,0
3/30/2020,Austria,None,None,830,22
3/30/2020,Azerbaijan,None,None,64,0
3/30/2020,Bahamas,None,None,3,0
3/30/2020,Bahrain,None,None,16,0
3/30/2020,Bangladesh,None,None,1,0
3/30/2020,Belarus,None,None,58,0
3/30/2020,Belgium,None,None,1063,82
3/30/2020,Belize,None,None,1,0
3/30/2020,Bolivia,None,None,16,3
3/30/2020,Bosnia and Herzegovina,None,None,45,4
3/30/2020,Botswana,None,None,3,0
3/30/2020,Brazil,None,None,323,23
3/30/2020,Brunei,None,None,1,0
3/30/2020,Bulgaria,None,None,13,0
3/30/2020,Burkina Faso,None,None,24,0
3/30/2020,Burma,None,None,4,0
3/30/2020,Cambodia,None,None,4,0
3/30/2020,Canada,Alberta,None,40,1
3/30/2020,Canada,British Columbia,None,86,2
3/30/2020,Canada,Manitoba,None,24,0
3/30/2020,Canada,New Brunswick,None,2,0
3/30/2020,Canada,Newfoundland and Labrador,None,13,1
3/30/2020,Canada,Nova Scotia,None,5,0
3/30/2020,Canada,Ontario,None,351,10
3/30/2020,Canada,Prince Edward Island,None,7,0
3/30/2020,Canada,Quebec,None,590,0
3/30/2020,Canada,Saskatchewan,None,0,2
3/30/2020,Chad,None,None,2,0
3/30/2020,Chile,None,None,310,1
3/30/2020,China,Fujian,None,2,0
3/30/2020,China,Guangdong,None,9,0
3/30/2020,China,Hebei,None,2,0
3/30/2020,China,Hong Kong,None,41,0
3/30/2020,China,Hubei,None,0,4
3/30/2020,China,Inner Mongolia,None,2,0
3/30/2020,China,Jiangsu,None,1,0
