Date,Country,State,County,Confirmed,Deaths
1/23/2020,China,Anhui,None,8,0
1/23/2020,China,Beijing,None,8,0
1/23/2020,China,Chongqing,None,3,0
1/23/2020,China,Fujian,None,4,0
1/23/2020,China,Gansu,None,2,0
1/23/2020,China,Guangdong,None,6,0
1/23/2020,China,Guangxi,None,3,0
1/23/2020,China,Guizhou,None,2,0
1/23/2020,China,Hainan,None,1,0
1/23/2020,China,Hebei,None,0,1
1/23/2020,China,Heilongjiang,None,2,0
1/23/2020,China,Hong Kong,None,2,0
1/23/2020,China,Hunan,None,5,0
1/23/2020,China,Jiangsu,None,4,0
1/23/2020,China,Jiangxi,None,5,0
1/23/2020,China,Jilin,None,1,0
1/23/2020,China,Liaoning,None,1,0
1/23/2020,China,Macau,None,1,0
1/23/2020,China,Shaanxi,None,3,0
1/23/2020,China,Shandong,None,4,0
1/23/2020,China,Shanghai,None,7,0
1/23/2020,China,Sichuan,None,3,0
1/23/2020,China,Xinjiang,None,2,0
1/23/2020,China,Yunnan,None,1,0
1/23/2020,China,Zhejiang,None,17,0
1/23/2020,Singapore,None,None,1,0
1/23/2020,Thailand,None,None,1,0
1/23/2020,Vietnam,None,None,2,0
1/24/2020,China,Anhui,None,6,0
1/24/2020,China,Beijing,None,14,0
1/24/2020,China,Chongqing,None,18,0
1/24/2020,China,Fujian,None,5,0
1/24/2020,China,Guangdong,None,21,0
1/24/2020,China,Guangxi,None,18,0
1/24/2020,China,Hainan,None,3,0
1/24/2020,China,Hebei,None,1,0
1/24/2020,China,Heilongjiang,None,2,1
1/24/2020,China,Henan,None,4,0
1/24/2020,China,Hubei,None,105,7
1/24/2020,China,Hunan,None,15,0
1/24/2020,China,Inner Mongolia,None,1,0
1/24/2020,China,Jiangsu,None,4,0
1/24/2020,China,Jiangxi,None,11,0
1/24/2020,China,Jilin,None,2,0
1/24/2020,China,Liaoning,None,1,0
1/24/2020,China,Ningxia,None,1,0
1/24/2020,China,Shaanxi,None,2,0
1/24/2020,China,Shandong,None,9,0
1/24/2020,China,Shanghai,None,4,0
1/24/2020,China,Sichuan,None,7,0
1/24/2020,China,Tianjin,None,4,0
1/24/2020,China,Yunnan,None,3,0
1/24/2020,China,Zhejiang,None,16,0
1/24/2020,France,None,None,2,0
1/24/2020,"Korea, South",None,None,1,0
1/24/2020,Singapore,None,None,2,0
1/24/2020,Taiwan*,None,None,2,0
1/24/2020,Thailand,None,None,2,0
1/24/2020,US,Illinois,Cook,1,0
1/25/2020,China,Anhui,None,24,0
1/25/2020,China,Beijing,None,5,0
1/25/2020,China,Chongqing,None,30,0
1/25/2020,China,Fujian,None,8,0
1/25/2020,China,Gansu,None,2,0
1/25/2020,China,Guangdong,None,25,0
1/25/2020,China,Guizhou,None,1,0
1/25/2020,China,Hainan,None,11,0
1/25/2020,China,Hebei,None,6,0
1/25/2020,China,Heilongjiang,None,5,0
1/25/2020,China,Henan,None,23,0
1/25/2020,China,Hong Kong,None,3,0
1/25/2020,China,Hubei,None,212,16
1/25/2020,China,Hunan,None,19,0
1/25/2020,China,Inner Mongolia,None,6,0
1/25/2020,China,Jiangsu,None,9,0
1/25/2020,China,Jilin,None,1,0
1/25/2020,China,Liaoning,None,13,0
1/25/2020,China,Ningxia,None,1,0
1/25/2020,China,Qinghai,None,1,0
1/25/2020,China,Shaanxi,None,10,0
1/25/2020,China,Shandong,None,12,0
1/25/2020,China,Shanghai,None,13,0
1/25/2020,China,Shanxi,None,5,0
1/25/2020,China,Sichuan,None,13,0
1/25/2020,China,Tianjin,None,2,0
1/25/2020,China,Xinjiang,None,1,0
1/25/2020,China,Yunnan,None,6,0
1/25/2020,China,Zhejiang,None,19,0
1/25/2020,France,None,None,1,0
1/25/2020,Malaysia,None,None,3,0
1/25/2020,Nepal,None,None,1,0
1/25/2020,Thailand,None,None,2,0
1/26/2020,Australia,New South Wales,None,3,0
1/26/2020,Australia,Victoria,None,1,0
1/26/2020,Canada,Ontario,None,1,0
1/26/2020,China,Anhui,None,21,0
1/26/2020,China,Beijing,None,27,0
1/26/2020,China,Chongqing,None,18,0
1/26/2020,China,Fujian,None,17,0
1/26/2020,China,Gansu,None,3,0
1/26/2020,China,Guangdong,None,33,0
1/26/2020,China,Guangxi,None,13,0
1/26/2020,China,Guizhou,None,1,0
1/26/2020,China,Hainan,None,3,0
1/26/2020,China,Hebei,None,5,0
1/26/2020,China,Heilongjiang,None,6,0
1/26/2020,China,Henan,None,51,1
1/26/2020,China,Hong Kong,None,3,0
1/26/2020,China,Hubei,None,297,12
1/26/2020,China,Hunan,None,26,0
1/26/2020,China,Jiangsu,None,15,0
1/26/2020,China,Jiangxi,None,18,0
1/26/2020,China,Liaoning,None,4,0
1/26/2020,China,Macau,None,3,0
1/26/2020,China,Ningxia,None,1,0
1/26/2020,China,Shaanxi,None,7,0
1/26/2020,China,Shandong,None,19,0
1/26/2020,China,Shanghai,None,7,1
1/26/2020,China,Shanxi,None,3,0
1/26/2020,China,Sichuan,None,16,0
1/26/2020,China,Tianjin,None,4,0
1/26/2020,China,Xinjiang,None,1,0
1/26/2020,China,Yunnan,None,5,0
1/26/2020,China,Zhejiang,None,42,0
1/26/2020,Japan,None,None,2,0
1/26/2020,"Korea, South",None,None,1,0
1/26/2020,Malaysia,None,None,1,0
1/26/2020,Singapore,None,None,1,0
1/26/2020,Taiwan*,None,None,1,0
1/26/2020,Thailand,None,None,1,0
1/26/2020,US,Arizona,Maricopa,1,0
1/26/2020,US,California,Los Angeles,1,0
1/26/2020,US,California,Orange,1,0
1/27/2020,Australia,New South Wales,None,1,0
1/27/2020,Cambodia,None,None,1,0
1/27/2020,China,Anhui,None,10,0
1/27/2020,China,Beijing,None,12,1
1/27/2020,China,Chongqing,None,35,0
1/27/2020,China,Fujian,None,24,0
1/27/2020,China,Gansu,None,7,0
1/27/2020,China,Guangdong,None,40,0
1/27/2020,China,Guangxi,None,10,0
1/27/2020,China,Guizhou,None,2,0
1/27/2020,China,Hainan,None,11,1
1/27/2020,China,Hebei,None,5,0
1/27/2020,China,Heilongjiang,None,6,0
1/27/2020,China,Henan,None,45,0
1/27/2020,China,Hubei,None,365,24
1/27/2020,China,Hunan,None,31,0
1/27/2020,China,Inner Mongolia,None,4,0
1/27/2020,China,Jiangsu,None,14,0
1/27/2020,China,Jiangxi,None,36,0
1/27/2020,China,Jilin,None,2,0
1/27/2020,China,Liaoning,None,6,0
1/27/2020,China,Macau,None,1,0
1/27/2020,China,Ningxia,None,3,0
1/27/2020,China,Qinghai,None,5,0
1/27/2020,China,Shaanxi,None,13,0
1/27/2020,China,Shandong,None,29,0
1/27/2020,China,Shanghai,None,13,0
1/27/2020,China,Shanxi,None,4,0
1/27/2020,China,Sichuan,None,25,0
1/27/2020,China,Tianjin,None,9,0
1/27/2020,China,Xinjiang,None,1,0
1/27/2020,China,Yunnan,None,10,0
1/27/2020,China,Zhejiang,None,24,0
1/27/2020,Germany,None,None,1,0
1/27/2020,"Korea, South",None,None,1,0
1/27/2020,Singapore,None,None,1,0
1/27/2020,Sri Lanka,None,None,1,0
1/27/2020,Taiwan*,None,None,1,0
1/28/2020,Canada,British Columbia,None,1,0
1/28/2020,China,Anhui,None,36,0
1/28/2020,China,Beijing,None,11,0
1/28/2020,China,Chongqing,None,22,0
1/28/2020,China,Fujian,None,21,0
1/28/2020,China,Gansu,None,5,0
1/28/2020,China,Guangdong,None,56,0
1/28/2020,China,Guangxi,None,5,0
1/28/2020,China,Guizhou,None,2,0
1/28/2020,China,Hainan,None,7,0
1/28/2020,China,Hebei,None,15,0
1/28/2020,China,Heilongjiang,None,12,0
1/28/2020,China,Henan,None,40,0
1/28/2020,China,Hubei,None,2131,49
1/28/2020,China,Hunan,None,43,0
1/28/2020,China,Inner Mongolia,None,4,0
1/28/2020,China,Jiangsu,None,23,0
1/28/2020,China,Jiangxi,None,37,0
1/28/2020,China,Jilin,None,2,0
1/28/2020,China,Liaoning,None,7,0
1/28/2020,China,Macau,None,1,0
1/28/2020,China,Ningxia,None,4,0
1/28/2020,China,Shaanxi,None,11,0
1/28/2020,China,Shandong,None,20,0
1/28/2020,China,Shanghai,None,13,0
1/28/2020,China,Shanxi,None,14,0
1/28/2020,China,Sichuan,None,21,0
1/28/2020,China,Tianjin,None,1,0
1/28/2020,China,Xinjiang,None,5,0
1/28/2020,China,Yunnan,None,18,0
1/28/2020,China,Zhejiang,None,45,0
1/28/2020,France,None,None,1,0
1/28/2020,Germany,None,None,3,0
1/28/2020,Japan,None,None,3,0
1/28/2020,Singapore,None,None,2,0
1/28/2020,Taiwan*,None,None,3,0
1/28/2020,Thailand,None,None,6,0
1/29/2020,Australia,Queensland,None,1,0
1/29/2020,China,Anhui,None,46,0
1/29/2020,China,Beijing,None,20,0
1/29/2020,China,Chongqing,None,15,0
1/29/2020,China,Fujian,None,4,0
1/29/2020,China,Gansu,None,5,0
1/29/2020,China,Guangdong,None,70,0
1/29/2020,China,Guangxi,None,7,0
1/29/2020,China,Hainan,None,3,0
1/29/2020,China,Hebei,None,15,0
1/29/2020,China,Heilongjiang,None,5,0
1/29/2020,China,Henan,None,38,1
1/29/2020,China,Hong Kong,None,2,0
1/29/2020,China,Hunan,None,78,0
1/29/2020,China,Inner Mongolia,None,1,0
1/29/2020,China,Jiangsu,None,29,0
1/29/2020,China,Jilin,None,1,0
1/29/2020,China,Liaoning,None,5,0
1/29/2020,China,Ningxia,None,1,0
1/29/2020,China,Shaanxi,None,10,0
1/29/2020,China,Shandong,None,35,0
1/29/2020,China,Shanghai,None,30,0
1/29/2020,China,Sichuan,None,18,1
1/29/2020,China,Tianjin,None,3,0
1/29/2020,China,Xinjiang,None,3,0
1/29/2020,China,Yunnan,None,11,0
1/29/2020,China,Zhejiang,None,123,0
1/29/2020,Finland,None,None,1,0
1/29/2020,France,None,None,1,0
1/29/2020,Malaysia,None,None,3,0
1/29/2020,United Arab Emirates,None,None,4,0
1/30/2020,Australia,Queensland,None,2,0
1/30/2020,Australia,Victoria,None,1,0
1/30/2020,China,Anhui,None,48,0
1/30/2020,China,Beijing,None,3,0
1/30/2020,China,Chongqing,None,35,0
1/30/2020,China,Fujian,None,17,0
1/30/2020,China,Gansu,None,2,0
1/30/2020,China,Guangdong,None,77,0
1/30/2020,China,Guangxi,None,20,0
1/30/2020,China,Guizhou,None,3,0
1/30/2020,China,Hainan,None,3,0
1/30/2020,China,Hebei,None,17,0
1/30/2020,China,Heilongjiang,None,6,1
1/30/2020,China,Henan,None,72,0
1/30/2020,China,Hubei,None,1349,37
1/30/2020,China,Hunan,None,56,0
1/30/2020,China,Inner Mongolia,None,3,0
1/30/2020,China,Jiangsu,None,30,0
1/30/2020,China,Jiangxi,None,53,0
1/30/2020,China,Jilin,None,5,0
1/30/2020,China,Liaoning,None,2,0
1/30/2020,China,Ningxia,None,5,0
1/30/2020,China,Qinghai,None,2,0
1/30/2020,China,Shaanxi,None,7,0
1/30/2020,China,Shandong,None,28,0
1/30/2020,China,Shanghai,None,16,0
1/30/2020,China,Shanxi,None,8,0
1/30/2020,China,Sichuan,None,34,0
1/30/2020,China,Tianjin,None,4,0
1/30/2020,China,Tibet,None,1,0
1/30/2020,China,Xinjiang,None,1,0
1/30/2020,China,Yunnan,None,15,0
1/30/2020,China,Zhejiang,None,132,0
1/30/2020,India,None,None,1,0
1/30/2020,Japan,None,None,4,0
1/30/2020,Malaysia,None,None,1,0
1/30/2020,Philippines,None,None,1,0
1/30/2020,Singapore,None,None,3,0
1/30/2020,Taiwan*,None,None,1,0
1/31/2020,Australia,Queensland,None,-1,0
1/31/2020,Australia,Victoria,None,1,0
1/31/2020,Canada,Ontario,None,2,0
1/31/2020,China,Anhui,None,37,0
1/31/2020,China,Beijing,None,25,0
1/31/2020,China,Chongqing,None,29,0
1/31/2020,China,Fujian,None,19,0
1/31/2020,China,Gansu,None,3,0
1/31/2020,China,Guangdong,None,82,0
1/31/2020,China,Guangxi,None,9,0
1/31/2020,China,Guizhou,None,17,0
1/31/2020,China,Hainan,None,6,0
1/31/2020,China,Hebei,None,17,0
1/31/2020,China,Heilongjiang,None,15,0
1/31/2020,China,Henan,None,74,0
1/31/2020,China,Hong Kong,None,2,0
1/31/2020,China,Hubei,None,903,42
1/31/2020,China,Hunan,None,55,0
1/31/2020,China,Inner Mongolia,None,1,0
1/31/2020,China,Jiangsu,None,39,0
1/31/2020,China,Jiangxi,None,78,0
1/31/2020,China,Liaoning,None,7,0
1/31/2020,China,Ningxia,None,4,0
1/31/2020,China,Shaanxi,None,24,0
1/31/2020,China,Shandong,None,26,0
1/31/2020,China,Shanghai,None,23,0
1/31/2020,China,Shanxi,None,4,0
1/31/2020,China,Sichuan,None,35,0
1/31/2020,China,Tianjin,None,1,0
1/31/2020,China,Xinjiang,None,3,0
1/31/2020,China,Yunnan,None,13,0
1/31/2020,China,Zhejiang,None,110,0
1/31/2020,Germany,None,None,1,0
1/31/2020,Italy,None,None,2,0
1/31/2020,Japan,None,None,4,0
1/31/2020,"Korea, South",None,None,7,0
1/31/2020,Russia,None,None,2,0
1/31/2020,Singapore,None,None,3,0
1/31/2020,Sweden,None,None,1,0
1/31/2020,Taiwan*,None,None,1,0
1/31/2020,Thailand,None,None,5,0
1/31/2020,US,California,Santa Clara,1,0
1/31/2020,US,Illinois,Cook,1,0
1/31/2020,United Kingdom,None,None,2,0
2/1/2020,Australia,Queensland,None,1,0
2/1/2020,Australia,South Australia,None,1,0
2/1/2020,Australia,Victoria,None,1,0
2/1/2020,China,Anhui,None,60,0
2/1/2020,China,Beijing,None,29,0
2/1/2020,China,Chongqing,None,36,1
2/1/2020,China,Fujian,None,24,0
2/1/2020,China,Gansu,None,11,0
2/1/2020,China,Guangdong,None,99,0
2/1/2020,China,Guangxi,None,13,0
2/1/2020,China,Hainan,None,10,0
2/1/2020,China,Hebei,None,14,0
2/1/2020,China,Heilongjiang,None,21,0
2/1/2020,China,Henan,None,70,0
2/1/2020,China,Hong Kong,None,1,0
2/1/2020,China,Hubei,None,1347,45
2/1/2020,China,Hunan,None,57,0
2/1/2020,China,Inner Mongolia,None,3,0
2/1/2020,China,Jiangsu,None,34,0
2/1/2020,China,Jiangxi,None,46,0
2/1/2020,China,Jilin,None,3,0
2/1/2020,China,Liaoning,None,16,0
2/1/2020,China,Ningxia,None,5,0
2/1/2020,China,Qinghai,None,1,0
2/1/2020,China,Shaanxi,None,14,0
2/1/2020,China,Shandong,None,22,0
2/1/2020,China,Shanghai,None,34,0
2/1/2020,China,Shanxi,None,8,0
2/1/2020,China,Sichuan,None,30,0
2/1/2020,China,Tianjin,None,9,0
2/1/2020,China,Xinjiang,None,1,0
2/1/2020,China,Yunnan,None,10,0
2/1/2020,China,Zhejiang,None,61,0
2/1/2020,France,None,None,1,0
2/1/2020,Germany,None,None,3,0
2/1/2020,Japan,None,None,5,0
2/1/2020,"Korea, South",None,None,1,0
2/1/2020,Singapore,None,None,3,0
2/1/2020,Spain,None,None,1,0
2/1/2020,US,Massachusetts,Suffolk,1,0
2/1/2020,Vietnam,None,None,4,0
2/10/2020,China,Anhui,None,51,2
2/10/2020,China,Beijing,None,11,0
2/10/2020,China,Chongqing,None,18,0
2/10/2020,China,Fujian,None,11,0
2/10/2020,China,Guangdong,None,28,0
2/10/2020,China,Guangxi,None,15,0
2/10/2020,China,Guizhou,None,10,0
2/10/2020,China,Hainan,None,7,0
2/10/2020,China,Hebei,None,12,0
2/10/2020,China,Heilongjiang,None,24,1
2/10/2020,China,Henan,None,40,0
2/10/2020,China,Hong Kong,None,9,0
2/10/2020,China,Hubei,None,2097,103
2/10/2020,China,Hunan,None,41,0
2/10/2020,China,Inner Mongolia,None,4,0
2/10/2020,China,Jiangsu,None,24,0
2/10/2020,China,Jiangxi,None,31,1
2/10/2020,China,Jilin,None,2,0
2/10/2020,China,Liaoning,None,1,0
2/10/2020,China,Ningxia,None,4,0
2/10/2020,China,Shaanxi,None,5,0
2/10/2020,China,Shandong,None,22,0
2/10/2020,China,Shanghai,None,6,0
2/10/2020,China,Sichuan,None,19,0
2/10/2020,China,Tianjin,None,4,0
2/10/2020,China,Xinjiang,None,4,0
2/10/2020,China,Yunnan,None,8,0
2/10/2020,China,Zhejiang,None,17,0
2/10/2020,Cruise Ship,None,None,71,0
2/10/2020,"Korea, South",None,None,2,0
2/10/2020,Malaysia,None,None,2,0
2/10/2020,Singapore,None,None,5,0
2/10/2020,United Arab Emirates,None,None,1,0
2/10/2020,United Kingdom,None,None,5,0
2/10/2020,Vietnam,None,None,1,0
2/11/2020,China,Anhui,None,30,1
2/11/2020,China,Beijing,None,5,1
2/11/2020,China,Chongqing,None,19,1
2/11/2020,China,Fujian,None,6,0
2/11/2020,China,Gansu,None,3,0
2/11/2020,China,Guangdong,None,18,0
2/11/2020,China,Guangxi,None,5,0
2/11/2020,China,Guizhou,None,18,0
2/11/2020,China,Hainan,None,6,0
2/11/2020,China,Hebei,None,21,0
2/11/2020,China,Heilongjiang,None,29,1
2/11/2020,China,Henan,None,32,1
2/11/2020,China,Hong Kong,None,11,0
2/11/2020,China,Hubei,None,1638,94
2/11/2020,China,Hunan,None,33,0
2/11/2020,China,Jiangsu,None,23,0
2/11/2020,China,Jiangxi,None,33,0
2/11/2020,China,Jilin,None,1,0
2/11/2020,China,Liaoning,None,3,0
2/11/2020,China,Ningxia,None,4,0
2/11/2020,China,Shaanxi,None,6,0
2/11/2020,China,Shandong,None,21,0
2/11/2020,China,Shanghai,None,4,0
2/11/2020,China,Shanxi,None,5,0
2/11/2020,China,Sichuan,None,12,0
2/11/2020,China,Tianjin,None,11,1
2/11/2020,China,Xinjiang,None,6,0
2/11/2020,China,Yunnan,None,4,0
2/11/2020,China,Zhejiang,None,25,0
2/11/2020,Germany,None,None,2,0
2/11/2020,"Korea, South",None,None,1,0
2/11/2020,Singapore,None,None,2,0
2/11/2020,Thailand,None,None,1,0
2/11/2020,US,California,San Diego,1,0
2/11/2020,Vietnam,None,None,1,0
2/12/2020,China,Anhui,None,29,0
2/12/2020,China,Beijing,None,10,0
2/12/2020,China,Chongqing,None,13,0
2/12/2020,China,Fujian,None,5,0
2/12/2020,China,Gansu,None,1,0
2/12/2020,China,Guangdong,None,42,0
2/12/2020,China,Guangxi,None,7,0
2/12/2020,China,Guizhou,None,6,0
2/12/2020,China,Hainan,None,13,1
2/12/2020,China,Hebei,None,12,0
2/12/2020,China,Heilongjiang,None,18,0
2/12/2020,China,Henan,None,30,1
2/12/2020,China,Hong Kong,None,1,0
2/12/2020,China,Hunan,None,34,1
2/12/2020,China,Inner Mongolia,None,2,0
2/12/2020,China,Jiangsu,None,28,0
2/12/2020,China,Jiangxi,None,40,0
2/12/2020,China,Jilin,None,2,0
2/12/2020,China,Liaoning,None,5,1
2/12/2020,China,Ningxia,None,5,0
2/12/2020,China,Shaanxi,None,6,0
2/12/2020,China,Shandong,None,10,1
2/12/2020,China,Shanghai,None,8,0
2/12/2020,China,Shanxi,None,2,0
2/12/2020,China,Sichuan,None,19,0
2/12/2020,China,Tianjin,None,6,0
2/12/2020,China,Xinjiang,None,4,0
2/12/2020,China,Yunnan,None,1,0
2/12/2020,China,Zhejiang,None,14,0
2/12/2020,Cruise Ship,None,None,40,0
2/12/2020,Japan,None,None,2,0
2/12/2020,Singapore,None,None,3,0
2/12/2020,United Kingdom,None,None,1,0
2/13/2020,China,Anhui,None,21,1
2/13/2020,China,Beijing,None,14,0
2/13/2020,China,Chongqing,None,11,1
2/13/2020,China,Fujian,None,7,0
2/13/2020,China,Gansu,None,3,0
2/13/2020,China,Guangdong,None,22,1
2/13/2020,China,Guangxi,None,0,1
2/13/2020,China,Guizhou,None,2,0
2/13/2020,China,Hebei,None,14,1
2/13/2020,China,Heilongjiang,None,17,1
2/13/2020,China,Henan,None,34,2
2/13/2020,China,Hong Kong,None,3,0
2/13/2020,China,Hubei,None,14840,242
2/13/2020,China,Hunan,None,22,0
2/13/2020,China,Inner Mongolia,None,1,0
2/13/2020,China,Jiangsu,None,27,0
2/13/2020,China,Jiangxi,None,28,0
2/13/2020,China,Jilin,None,1,0
2/13/2020,China,Liaoning,None,1,0
2/13/2020,China,Ningxia,None,6,0
2/13/2020,China,Shaanxi,None,4,0
2/13/2020,China,Shandong,None,12,0
2/13/2020,China,Shanghai,None,4,0
2/13/2020,China,Sichuan,None,15,0
2/13/2020,China,Tianjin,None,7,1
2/13/2020,China,Xinjiang,None,4,1
2/13/2020,China,Yunnan,None,2,0
2/13/2020,China,Zhejiang,None,14,0
2/13/2020,Japan,None,None,0,1
2/13/2020,Malaysia,None,None,1,0
2/13/2020,Singapore,None,None,8,0
2/13/2020,US,California,San Diego,1,0
2/13/2020,Vietnam,None,None,1,0
2/14/2020,China,Anhui,None,24,1
2/14/2020,China,Beijing,None,6,0
2/14/2020,China,Chongqing,None,8,1
2/14/2020,China,Fujian,None,2,0
2/14/2020,China,Guangdong,None,20,0
2/14/2020,China,Guangxi,None,4,0
2/14/2020,China,Guizhou,None,5,0
2/14/2020,China,Hainan,None,2,0
2/14/2020,China,Hebei,None,18,0
2/14/2020,China,Heilongjiang,None,24,2
2/14/2020,China,Henan,None,15,1
2/14/2020,China,Hong Kong,None,3,0
2/14/2020,China,Hubei,None,6200,147
2/14/2020,China,Hunan,None,20,0
2/14/2020,China,Inner Mongolia,None,4,0
2/14/2020,China,Jiangsu,None,23,0
2/14/2020,China,Jiangxi,None,28,0
2/14/2020,China,Jilin,None,2,0
2/14/2020,China,Liaoning,None,2,0
2/14/2020,China,Ningxia,None,3,0
2/14/2020,China,Shaanxi,None,1,0
2/14/2020,China,Shandong,None,14,0
2/14/2020,China,Shanghai,None,3,0
2/14/2020,China,Shanxi,None,1,0
2/14/2020,China,Sichuan,None,12,0
2/14/2020,China,Tianjin,None,1,0
2/14/2020,China,Xinjiang,None,2,0
2/14/2020,China,Yunnan,None,6,0
2/14/2020,China,Zhejiang,None,10,0
2/14/2020,Cruise Ship,None,None,43,0
2/14/2020,Egypt,None,None,1,0
2/14/2020,Japan,None,None,1,0
2/14/2020,Singapore,None,None,9,0
2/15/2020,China,Anhui,None,16,0
2/15/2020,China,Beijing,None,3,1
2/15/2020,China,Chongqing,None,7,0
2/15/2020,China,Fujian,None,4,0
2/15/2020,China,Guangdong,None,33,0
2/15/2020,China,Guangxi,None,9,0
2/15/2020,China,Guizhou,None,3,0
2/15/2020,China,Hainan,None,3,0
2/15/2020,China,Hebei,None,8,0
2/15/2020,China,Heilongjiang,None,6,0
2/15/2020,China,Henan,None,28,2
2/15/2020,China,Hubei,None,1843,139
2/15/2020,China,Hunan,None,13,0
2/15/2020,China,Inner Mongolia,None,3,0
2/15/2020,China,Jiangsu,None,11,0
2/15/2020,China,Jiangxi,None,13,0
2/15/2020,China,Jilin,None,2,0
2/15/2020,China,Ningxia,None,3,0
2/15/2020,China,Shaanxi,None,2,0
2/15/2020,China,Shandong,None,9,0
2/15/2020,China,Shanghai,None,8,0
2/15/2020,China,Shanxi,None,1,0
2/15/2020,China,Sichuan,None,7,0
2/15/2020,China,Tianjin,None,2,0
2/15/2020,China,Xinjiang,None,5,0
2/15/2020,China,Yunnan,None,6,0
2/15/2020,China,Zhejiang,None,7,0
2/15/2020,Cruise Ship,None,None,67,0
2/15/2020,France,None,None,1,1
2/15/2020,Japan,None,None,14,0
2/15/2020,Malaysia,None,None,3,0
2/15/2020,Singapore,None,None,5,0
2/16/2020,China,Anhui,None,12,0
2/16/2020,China,Beijing,None,5,0
2/16/2020,China,Chongqing,None,7,0
2/16/2020,China,Fujian,None,2,0
2/16/2020,China,Guangdong,None,22,0
2/16/2020,China,Guangxi,None,2,0
2/16/2020,China,Guizhou,None,1,0
2/16/2020,China,Hebei,None,9,0
2/16/2020,China,Heilongjiang,None,20,0
2/16/2020,China,Henan,None,19,0
2/16/2020,China,Hong Kong,None,1,0
2/16/2020,China,Hubei,None,1933,100
2/16/2020,China,Hunan,None,3,1
2/16/2020,China,Inner Mongolia,None,2,0
2/16/2020,China,Jiangsu,None,13,0
2/16/2020,China,Jiangxi,None,12,0
2/16/2020,China,Jilin,None,1,0
2/16/2020,China,Liaoning,None,2,0
2/16/2020,China,Shaanxi,None,4,0
2/16/2020,China,Shandong,None,5,0
2/16/2020,China,Shanghai,None,2,0
2/16/2020,China,Shanxi,None,1,0
2/16/2020,China,Sichuan,None,11,2
2/16/2020,China,Tianjin,None,2,0
2/16/2020,China,Xinjiang,None,1,0
2/16/2020,China,Yunnan,None,3,0
2/16/2020,China,Zhejiang,None,5,0
2/16/2020,Cruise Ship,None,None,70,0
2/16/2020,Japan,None,None,16,0
2/16/2020,"Korea, South",None,None,1,0
2/16/2020,Singapore,None,None,3,0
2/16/2020,Taiwan*,None,None,2,1
2/16/2020,Thailand,None,None,1,0
2/16/2020,United Arab Emirates,None,None,1,0
2/17/2020,Canada,British Columbia,None,1,0
2/17/2020,China,Anhui,None,11,0
2/17/2020,China,Beijing,None,1,0
2/17/2020,China,Chongqing,None,2,0
2/17/2020,China,Fujian,None,3,0
2/17/2020,China,Gansu,None,1,0
2/17/2020,China,Guangdong,None,6,2
2/17/2020,China,Guangxi,None,1,0
2/17/2020,China,Guizhou,None,2,0
2/17/2020,China,Hainan,None,1,0
2/17/2020,China,Hebei,None,1,0
2/17/2020,China,Heilongjiang,None,12,0
2/17/2020,China,Henan,None,15,3
2/17/2020,China,Hong Kong,None,3,0
2/17/2020,China,Hubei,None,1807,93
2/17/2020,China,Hunan,None,2,0
2/17/2020,China,Inner Mongolia,None,2,0
2/17/2020,China,Jiangsu,None,9,0
2/17/2020,China,Jiangxi,None,5,0
2/17/2020,China,Shaanxi,None,4,0
2/17/2020,China,Shandong,None,4,0
2/17/2020,China,Shanghai,None,5,0
2/17/2020,China,Shanxi,None,1,0
2/17/2020,China,Sichuan,None,14,0
2/17/2020,China,Tianjin,None,1,0
2/17/2020,China,Xinjiang,None,4,0
2/17/2020,China,Zhejiang,None,4,0
2/17/2020,Cruise Ship,None,None,99,0
2/17/2020,Japan,None,None,7,0
2/17/2020,"Korea, South",None,None,1,0
2/17/2020,Singapore,None,None,2,0
2/17/2020,Taiwan*,None,None,2,0
2/17/2020,Thailand,None,None,1,0
2/18/2020,China,Anhui,None,9,0
2/18/2020,China,Beijing,None,6,0
2/18/2020,China,Chongqing,None,2,0
2/18/2020,China,Fujian,None,2,0
2/18/2020,China,Guangdong,None,6,0
2/18/2020,China,Guangxi,None,4,0
2/18/2020,China,Guizhou,None,0,1
2/18/2020,China,Hebei,None,5,1
2/18/2020,China,Heilongjiang,None,7,0
2/18/2020,China,Henan,None,11,3
2/18/2020,China,Hong Kong,None,2,0
2/18/2020,China,Hubei,None,1693,132
2/18/2020,China,Hunan,None,1,1
2/18/2020,China,Inner Mongolia,None,1,0
2/18/2020,China,Jiangsu,None,3,0
2/18/2020,China,Jiangxi,None,3,0
2/18/2020,China,Shandong,None,2,1
2/18/2020,China,Shanxi,None,1,0
2/18/2020,China,Sichuan,None,13,0
2/18/2020,China,Tianjin,None,3,0
2/18/2020,China,Xinjiang,None,1,0
2/18/2020,China,Yunnan,None,1,0
2/18/2020,China,Zhejiang,None,1,0
2/18/2020,Cruise Ship,None,None,88,0
2/18/2020,Japan,None,None,8,0
2/18/2020,"Korea, South",None,None,1,0
2/18/2020,Singapore,None,None,4,0
2/19/2020,China,Anhui,None,4,0
2/19/2020,China,Beijing,None,6,0
2/19/2020,China,Chongqing,None,5,0
2/19/2020,China,Fujian,None,1,0
2/19/2020,China,Guangdong,None,3,1
2/19/2020,China,Guangxi,None,2,0
2/19/2020,China,Hainan,None,5,0
2/19/2020,China,Heilongjiang,None,6,1
2/19/2020,China,Henan,None,5,0
